name,source_id,ref_dmin_pc,our_dmin_pc,ref_lo_pc,ref_hi_pc,our_lo_pc,our_hi_pc,d_ratio,ref_tmin_kyr,our_tmin_kyr,mc_censored,grade,sys_dmin_pc,window_limited,catalog
TYC 6654-849-1,3533514609973249024,11.5452,11.0282,11.0526,12.0374,10.89073,11.16106,0.955,-4495.7,-4584.8,0.0,A,0.65129,False,BJ2018
HIP 56801,3548340149884360704,7.9427,8.0898,7.7701,8.1201,8.04805,8.13503,1.019,-2077.9,-2094.9,0.0,A,0.07709,False,BJ2018
2MASS J12155469-1251085,3577009675059597056,6.4145,6.3408,6.3444,6.487,6.31481,6.36524,0.989,-313.3,-312.2,0.0,A,0.00124,False,BJ2018
HR 4544,3598849446322133248,5.3355,2.5042,4.1593,7.1611,2.15666,2.87853,0.469,-3260.7,-2809.4,0.0,B,0.02477,False,BJ2018
TYC 5551-854-1,3609999726881024896,6.3488,6.4033,6.2818,6.4142,6.37023,6.44194,1.009,1125.2,1122.9,0.0,A,0.01419,False,BJ2018
HIP 67031,3618253627527608832,5.7323,5.7033,5.5562,5.917,5.63081,5.77258,0.995,2343.6,2366.6,0.0,A,0.01523,False,BJ2018
TYC 4990-676-1,3648629285512182912,4.2376,4.4952,4.0274,4.4851,4.44462,4.54,1.061,2233.3,2267.2,0.0,A,0.10793,False,BJ2018
2MASS J14270368-0215584,3649419525134908416,6.218,6.5388,5.221,7.3287,6.22502,6.94314,1.052,-3985.5,-3880.0,0.0,A,0.64321,False,BJ2018
GJ 536,3657653114880309248,9.2275,9.233,9.1906,9.268,9.22143,9.2486,1.001,83.0,83.1,0.0,A,6e-05,False,BJ2018
HIP 70025,3669380918219069952,7.074,7.069,6.9848,7.1641,7.03406,7.10055,0.999,-1084.8,-1086.3,0.0,A,0.01779,False,BJ2018
TYC 5528-222-1,3676354983036217344,8.8396,8.9008,8.632,9.0335,8.83193,8.98019,1.007,-2318.3,-2318.2,0.0,A,0.11472,False,BJ2018
StKM 2-861,3682200399165375360,3.3307,3.2699,3.2625,3.3993,3.24769,3.28683,0.982,-1266.7,-1260.3,0.0,A,0.02378,False,BJ2018
GJ 3781,3712538708114516736,8.0061,8.0514,7.9446,8.0675,8.0255,8.07957,1.006,-437.2,-438.2,0.0,A,0.00016,False,BJ2018
GJ 3782,3712538811193759744,8.2575,8.3178,8.2022,8.317,8.28996,8.35038,1.007,-443.0,-444.4,0.0,A,0.0002,False,BJ2018
TYC 901-556-1,3722492964837665664,3.5081,3.5042,3.2939,3.7355,3.48469,3.5255,0.999,1845.6,1875.7,0.0,A,0.0425,False,BJ2018
HD 118509,3725667839022746624,7.5431,7.6478,7.3966,7.6945,7.61376,7.69498,1.014,1040.3,1041.6,0.0,A,0.00127,False,BJ2018
GJ 514,3738099879558957952,7.3928,7.3989,7.3812,7.4042,7.39453,7.4024,1.001,-31.0,-31.2,0.0,A,1e-05,False,BJ2018
2MASS J13243817+1254225,3739654932598696576,5.3712,5.4067,5.2554,5.4898,5.35725,5.44969,1.007,923.7,925.0,0.0,B,0.00317,False,BJ2018
2MASS J13445421+1442387,3741199123664106496,8.433,8.1646,8.0261,8.888,8.00742,8.31318,0.968,1200.8,1185.8,0.0,B,0.01811,False,BJ2018
GJ 526,3741297293732404352,5.2574,5.2556,5.2513,5.2634,5.25324,5.25777,1.0,-22.0,-22.1,0.0,A,0.0,False,BJ2018
2MASS J10341648-1713497,3747874705432998528,7.3065,7.2685,7.1209,7.5028,7.21157,7.33391,0.995,-1402.0,-1398.9,0.0,A,0.0382,False,BJ2018
2MASS J11013438-0728278,3763475164819254400,8.9695,7.4352,8.2474,9.6897,7.16567,7.79779,0.829,4981.6,4933.6,0.297,B,0.05286,False,BJ2018
HD 97441,3804109197571863424,9.8729,9.2928,9.4256,10.3471,9.20326,9.39743,0.941,3661.4,3613.6,0.0,A,0.14019,False,BJ2018
2MASS J11172611+0753403,3818634983124778240,6.5128,7.864,5.563,7.8558,7.47117,8.21177,1.207,3577.9,3960.3,0.0,B,0.04952,False,BJ2018
TYC 5461-13-1,3820287514741772544,5.5189,5.5245,5.054,6.0237,5.46141,5.60759,1.001,-2797.4,-2791.7,0.0,A,0.03586,False,BJ2018
AN Sex,3828238392559860992,6.345,6.3106,6.1973,6.4967,6.26041,6.35988,0.995,-335.4,-337.4,0.0,A,0.00056,False,BJ2018
StKM 1-768,3844772023784477824,3.1059,3.1789,3.0464,3.1682,3.16593,3.19502,1.024,-622.1,-632.6,0.0,A,0.00198,False,BJ2018
GJ 349,3852570413083923072,9.238,9.2522,9.1748,9.3033,9.23471,9.26961,1.002,-200.5,-200.4,0.0,A,0.00026,False,BJ2018
GJ 393,3855208897392952192,6.8446,6.8222,6.8079,6.8806,6.8121,6.83168,0.997,-48.5,-51.8,0.0,A,1e-05,False,BJ2018
TYC 868-331-1,3918640376033922816,5.8942,5.6011,5.3598,6.4622,5.39006,5.83154,0.95,4244.6,4168.9,0.0,A,0.01164,False,BJ2018
TYC 1444-884-1,3951322706335390848,8.9976,9.2173,8.0893,10.2252,8.99594,9.45077,1.024,-4083.1,-4172.5,0.0,A,0.19944,False,BJ2018
GJ 3649,3972130276695660288,0.8877,0.9217,0.855,0.921,0.91691,0.92642,1.038,-511.2,-522.0,0.0,A,0.00097,False,BJ2018
2MASS J10473715+2046031,3988313541668451584,7.602,8.0658,5.9764,10.2793,6.93607,11.34476,1.061,-4428.3,-4376.0,0.289,A,0.33322,False,BJ2018
PM J12168+2451E,4002440548098640896,4.9786,5.0124,4.9118,5.0453,4.96918,5.0457,1.007,714.7,720.1,0.0,A,0.0018,False,BJ2018
HIP 59735,4013618045867915520,7.4374,7.5077,7.3045,7.5607,7.4712,7.5425,1.009,-1318.8,-1314.7,0.0,A,0.013,False,BJ2018
61 UMa,4025850731201819392,9.1142,9.0965,8.999,9.2153,9.07244,9.12019,0.998,158.2,160.6,0.0,A,0.00021,False,BJ2018
GJ 450,4031586157514097024,8.7558,8.7634,8.7408,8.7627,8.76072,8.76568,1.001,-12.8,11.4,0.0,A,0.0,False,BJ2018
Groombridge 1830,4034171629042489088,8.7413,8.737,8.7334,8.7488,8.73495,8.73899,1.0,8.5,8.5,0.0,A,0.0,False,BJ2018
TYC 7886-1140-1,4036664084514698496,6.6515,6.6998,6.3202,6.9898,6.62665,6.77602,1.007,-2107.5,-2153.8,0.0,A,0.03655,False,BJ2018
GJ 702.1,4038724053986441856,8.5067,8.5358,8.3494,8.6735,8.48698,8.59549,1.003,-830.1,-838.5,0.0,A,0.00028,False,BJ2018
Gaia DR3 4042102024165074560,4042102024165074560,8.622,10.8801,7.9043,9.418,10.66106,11.05638,1.262,-4380.3,-4505.8,0.0,A,0.16298,False,BJ2018
2MASS J17572446-3239133,4043355398699745408,3.6512,3.8406,3.4729,3.8465,3.75908,3.93192,1.052,-1870.2,-2026.4,0.0,A,0.00413,False,BJ2018
HR 6907,4048037707717866880,6.3561,5.9916,6.2187,6.5081,5.92465,6.06514,0.943,2076.6,2052.2,0.0,A,0.00471,False,BJ2018
Gaia DR3 4048941295729613056,4048941295729613056,4.4502,11.5536,3.3615,5.7608,10.2074,21.83225,2.596,-4728.8,-4689.6,0.332,B,0.3806,False,BJ2018
HD 317323,4049755797711363328,5.7695,4.0333,4.3551,8.5807,3.66837,4.52311,0.699,2714.7,1924.8,0.0,A,0.04139,False,BJ2018
2MASS J18193400-2756063,4052160940651310080,9.2565,9.3211,9.0579,9.4729,9.19803,9.43062,1.007,-947.0,-950.9,0.0,A,0.0004,False,BJ2018
LTT 7072,4055585060376248832,7.7055,7.6417,7.5889,7.8222,7.60245,7.68316,0.992,334.0,331.5,0.0,A,3e-05,False,BJ2018
Gaia DR3 4058181801957865856,4058181801957865856,9.9452,12.3714,7.4715,14.8461,9.3791,24.22935,1.244,-3142.4,-4043.5,0.25,B,0.01653,False,BJ2018
HIP 86696,4060668003905641088,9.1863,7.7764,7.1639,12.665,7.41409,8.10153,0.847,3538.6,3134.5,0.0,B,0.03543,False,BJ2018
UPM J1747-2543,4067100486171496320,4.853,4.8136,4.6597,5.0584,4.74702,4.8678,0.992,-1009.2,-1003.8,0.0,A,0.00015,False,BJ2018
2MASS J18464158-2856569,4071418508850782976,5.2692,5.3388,5.1826,5.3574,5.30866,5.37214,1.013,743.4,749.6,0.0,A,0.00115,False,BJ2018
HIP 92444,4072260704719970944,8.357,8.3805,8.2854,8.4311,8.33166,8.44347,1.003,-605.5,-605.7,0.0,A,0.00134,False,BJ2018
2MASS J18391159-2608549,4072939064715503232,2.6811,2.5762,2.5962,2.7687,2.53624,2.60656,0.961,1386.1,1332.8,0.0,A,0.00565,False,BJ2018
2MASS J18511596-2444585,4074860774840893568,7.4724,7.3672,7.3582,7.585,7.29891,7.42787,0.986,1222.8,1191.4,0.0,A,0.00428,False,BJ2018
TYC 6858-472-1,4077725792981242496,9.8435,9.9959,9.4849,10.2675,9.87428,10.13553,1.015,-2453.5,-2474.4,0.0,A,0.01794,False,BJ2018
HIP 90793,4077786055567283584,6.5878,7.254,6.1568,7.0248,7.16232,7.33786,1.101,-2809.8,-2889.4,0.0,A,0.06046,False,BJ2018
2MASS J18542805-2143506,4078830110579099520,5.4807,5.4002,5.2844,5.6872,5.3037,5.53196,0.985,1397.2,1375.2,0.0,A,0.00584,False,BJ2018
HD 176660,4081824703529729408,7.0945,7.0525,6.7075,7.5254,6.97653,7.11373,0.994,-2409.3,-2404.9,0.0,A,0.09046,False,BJ2018
Gaia DR3 4082721046014185472,4082721046014185472,7.3873,10.4731,6.0117,9.7002,7.95125,15.96309,1.418,-1678.3,-2365.5,0.066,A,0.16128,False,BJ2018
2MASS J18525196-2038095,4085133134030406656,7.925,5.705,5.0607,19.8111,5.294,6.0858,0.72,-3113.7,-2762.5,0.0,B,0.02543,False,BJ2018
2MASS J19105907-1618096,4088096695809002240,11.2963,10.347,10.2524,12.5382,10.02108,10.73797,0.916,4054.8,4169.6,0.0,A,0.86762,False,BJ2018
PM J19081-1640,4088716373694306048,9.3961,9.2564,9.1562,9.6326,9.19227,9.32901,0.985,639.0,630.7,0.0,A,0.00044,False,BJ2018
2MASS J19101981-1605346,4088854495524564608,7.2118,7.107,6.8123,7.6388,6.96998,7.22243,0.985,1176.5,1150.0,0.0,A,0.0081,False,BJ2018
GJ 716,4093301474693288960,4.3037,4.298,4.2822,4.3239,4.28712,4.30858,0.999,266.2,265.5,0.0,A,2e-05,False,BJ2018
LTT 7246,4094679437572611712,9.6076,9.5793,9.4547,9.7531,9.50027,9.66355,0.997,-247.9,-247.6,0.0,A,4e-05,False,BJ2018
Gaia DR2 4095545298661302272,4095545298661302272,9.7725,9.6355,9.5434,10.0106,9.55673,9.70911,0.986,525.6,520.4,0.0,A,0.0003,False,BJ2018
2MASS J18451318-1749361,4098725021914615680,6.7759,6.0344,5.8568,7.918,5.8054,6.26513,0.891,2145.8,2002.2,0.0,B,0.02332,False,BJ2018
2MASS J18392301-1626494,4099857170950792064,7.325,6.8568,6.6543,8.1398,6.71439,7.00704,0.936,895.5,838.4,0.0,A,0.00154,False,BJ2018
HIP 93398,4101624159180751104,7.7352,7.6632,7.4979,7.9934,7.6204,7.70235,0.991,1084.7,1076.5,0.0,A,0.00138,False,BJ2018
2MASS J18245331-1441400,4104211619276119296,10.0942,9.7264,9.8051,10.3957,9.65131,9.82319,0.964,1183.1,1164.7,0.0,A,0.00269,False,BJ2018
30 Sco,4109034455276324608,5.9487,5.9538,5.9442,5.9531,5.9526,5.95478,1.001,0.2,0.0,0.0,A,0.0,False,BJ2018
HIP 85548,4110493197968056192,8.0246,7.7898,7.7866,8.2586,7.68549,7.88941,0.971,2380.1,2296.4,0.0,B,0.01078,False,BJ2018
UCAC4 339-091286,4114729337024320768,5.3322,5.3628,4.9335,5.7776,5.31655,5.39574,1.006,1269.8,1256.8,0.0,A,0.01738,False,BJ2018
2MASS J17125916-2127351,4115816002439386880,4.4932,4.4222,4.3823,4.6126,4.38133,4.46006,0.984,785.6,777.8,0.0,A,0.00111,False,BJ2018
2MASS J17440283-1906065,4120105948884490880,8.6846,8.5858,8.46,8.9075,8.53625,8.63324,0.989,1354.2,1362.8,0.0,A,0.01706,False,BJ2018
2MASS J17475208-1838598,4120330730291114112,3.9569,4.0209,3.4703,4.5323,3.90702,4.16169,1.016,3233.1,3313.2,0.0,B,0.02695,False,BJ2018
HIP 85285,4120818677274916224,9.612,9.5382,9.4969,9.7244,9.50631,9.57266,0.992,-989.0,-986.2,0.0,A,0.0035,False,BJ2018
HIP 85017,4122133830616441728,8.6935,8.7148,8.6273,8.7592,8.69626,8.73193,1.002,379.3,379.3,0.0,A,0.00017,False,BJ2018
HD 157811,4123043569072081792,7.8457,7.8546,7.5969,8.0952,7.7967,7.91046,1.001,2477.3,2435.3,0.0,A,0.02329,False,BJ2018
Gaia DR3 4126996760051886976,4126996760051886976,6.4163,10.5919,6.0237,6.8513,10.18111,10.9964,1.651,1542.2,1793.0,0.0,B,0.01671,False,BJ2018
2MASS J16542893-2105333,4127146469739668992,5.9292,5.9612,5.6326,6.2523,5.79858,6.13435,1.005,2989.9,2964.1,0.0,B,0.11091,False,BJ2018
2MASS J16341426-1857190,4131426142645056896,7.3287,7.3646,7.1359,7.5095,7.31922,7.42885,1.005,1086.0,1083.7,0.0,B,0.01493,False,BJ2018
GJ 3973,4134107168607042816,4.6299,4.6783,4.5878,4.6722,4.67076,4.68693,1.01,222.5,223.4,0.0,A,7e-05,False,BJ2018
TYC 6241-652-1,4134317690751532288,6.8318,6.6129,6.132,7.6117,6.52798,6.69186,0.968,4252.5,4082.9,0.0,A,0.07427,False,BJ2018
TYC 6241-814-1,4134382557611434880,5.8122,6.0097,5.606,6.0214,5.97212,6.04274,1.034,1214.8,1207.6,0.0,A,0.014,False,BJ2018
2MASS J17151849-1800269,4134730827926683776,4.9658,4.3308,4.0135,6.4827,4.04944,4.70329,0.872,4171.9,3780.7,0.0,A,0.05171,False,BJ2018
2MASS J17243967-1642164,4135077899971378688,2.612,2.5404,2.3339,2.9314,2.46633,2.61277,0.973,4182.5,4199.1,0.0,A,0.19036,False,BJ2018
TYC 5656-164-1,4139554007476872448,2.5439,2.378,2.1435,2.9676,2.31021,2.44385,0.935,2974.3,3025.6,0.0,A,0.17286,False,BJ2018
2MASS J17231414-1140253,4141896585720925952,7.4013,7.6302,6.1428,9.3571,7.1609,8.06935,1.031,3532.6,3629.7,0.0,A,0.08671,False,BJ2018
2MASS J18014916-1635267,4144285725784183040,5.288,5.2668,5.1706,5.4045,5.23188,5.30798,0.996,870.6,864.2,0.0,A,0.00058,False,BJ2018
2MASS J18054245-1650234,4144298679372999168,6.8391,6.8413,6.7494,6.9332,6.80337,6.87458,1.0,950.9,945.5,0.0,A,0.00076,False,BJ2018
TYC 6250-160-1,4145288789630571904,3.9166,3.9307,3.6431,4.1841,3.88461,3.97783,1.004,1889.6,1865.6,0.0,A,0.01067,False,BJ2018
Gaia DR3 4147111431933779840,4147111431933779840,9.9697,10.427,9.124,10.8759,9.9149,10.89379,1.046,-3119.6,-3203.8,0.0,B,0.02625,False,BJ2018
TYC 5687-444-1,4150214906579637888,9.7965,9.5372,8.2668,11.7632,8.76678,10.44304,0.974,1668.8,2142.3,0.0,B,0.01084,False,BJ2018
TYC 5687-303-1,4150264045318703488,9.7543,9.9559,9.2953,10.21,9.88146,10.03676,1.021,2244.6,2229.7,0.0,A,0.04055,False,BJ2018
2MASS J17591374-1241182,4150570362397250560,3.6556,3.4262,3.4033,3.9216,3.3875,3.47166,0.937,2293.1,2290.4,0.0,A,0.05345,False,BJ2018
HD 169914,4152969221884292992,6.2242,5.8411,6.0607,6.4029,5.77354,5.90769,0.938,1419.1,1368.8,0.0,B,0.00495,False,BJ2018
2 Sct,4155413814250528128,3.1137,3.1025,2.7879,3.453,2.99131,3.22254,0.996,1448.6,1410.4,0.0,A,0.00339,False,BJ2018
TYC 5680-625-1,4158130088943503872,8.9299,9.0107,8.717,9.1381,8.97329,9.05505,1.009,1158.0,1158.6,0.0,A,0.00383,False,BJ2018
Gaia DR2 4159710357713778560,4159710357713778560,1.7089,2.5147,1.3446,2.0898,2.42976,2.61146,1.472,3823.2,3924.5,0.0,A,0.101,False,BJ2018
2MASS J18181989-0721281,4160413362283238016,4.9873,5.1558,4.8324,5.1659,5.03725,5.26311,1.034,1707.0,1752.7,0.0,A,0.01244,False,BJ2018
TYC 5110-325-1,4160660580596347008,7.0084,7.1325,6.8123,7.227,7.09872,7.16407,1.018,1010.0,1038.8,0.0,A,0.00854,False,BJ2018
HD 158301,4162768550532480768,4.4687,4.4958,4.4196,4.514,4.48235,4.51214,1.006,835.4,834.3,0.0,A,0.00157,False,BJ2018
2MASS J17364531-1049115,4163342491298898944,7.6308,8.1216,6.2089,9.2543,7.94686,8.3061,1.064,3627.5,3686.7,0.0,A,0.48584,False,BJ2018
StKM 1-1478,4166110649261069312,7.2253,7.2911,6.6483,7.8421,7.20978,7.37347,1.009,1710.8,1724.3,0.0,A,0.00796,False,BJ2018
LP 688-37,4166869660174061312,9.3858,9.2774,9.2645,9.5157,9.23434,9.32093,0.988,326.2,322.5,0.0,A,0.00011,False,BJ2018
LP 688-38,4166869660174943104,9.5134,9.5018,9.4509,9.578,9.44702,9.55642,0.999,321.7,320.9,0.0,A,0.0001,False,BJ2018
2MASS J17392848-0840591,4168244938769644160,5.0408,5.2487,4.9157,5.1719,5.18801,5.31738,1.041,967.9,1016.0,0.0,A,0.0108,False,BJ2018
TYC 5093-89-1,4169039512016464384,8.2436,8.2556,7.93,8.54,8.18144,8.3229,1.001,2550.5,2501.8,0.0,A,0.08063,False,BJ2018
2MASS J17312838-0734166,4169319440805220096,6.9041,7.0693,6.4089,7.4532,6.9337,7.17833,1.024,2651.8,2640.9,0.0,B,0.03785,False,BJ2018
HD 164433B,4170824152529516928,9.2104,8.8723,8.7346,9.7281,8.67893,9.08067,0.963,2527.9,2415.8,0.0,A,0.01634,False,BJ2018
HIP 87710,4171518910746338560,9.4464,9.4326,9.3371,9.5486,9.40188,9.45719,0.999,557.5,557.2,0.0,A,0.00046,False,BJ2018
2MASS J18023425-0607597,4172194491918287872,8.8504,9.298,8.0886,9.6167,9.06137,9.56038,1.051,3951.0,3950.3,0.0,A,0.21979,False,BJ2018
SAO 142106,4172948928703343616,9.2253,9.2238,9.0989,9.365,9.19311,9.2582,1.0,719.4,720.2,0.0,A,0.00149,False,BJ2018
2MASS J18163947-0517199,4173255138379329280,4.844,6.6952,3.5904,7.3509,6.06002,7.5531,1.382,3871.7,3848.7,0.031,B,0.07105,False,BJ2018
Gaia DR3 4173255138381749376,4173255138381749376,9.2824,10.6889,7.5674,11.9189,9.61178,12.20658,1.152,3578.3,4213.4,0.094,B,0.06329,False,BJ2018
PM J18073-0407,4174183710306651904,9.2872,9.2808,9.1664,9.413,9.23265,9.33291,0.999,671.3,668.8,0.0,A,0.00059,False,BJ2018
2MASS J17452439-0317525,4176933730627382912,9.5663,9.3055,9.0757,10.0654,9.06097,9.56147,0.973,2531.5,2514.6,0.0,A,0.14564,False,BJ2018
GJ 701,4177731838628465408,4.6392,4.6406,4.6101,4.6695,4.62515,4.65621,1.0,-149.9,-150.0,0.0,A,4e-05,False,BJ2018
2MASS J17525037-0208236,4178565745183291520,5.7363,5.7735,5.5961,5.8751,5.72894,5.81903,1.006,1211.9,1201.7,0.0,A,0.0076,False,BJ2018
Gaia DR3 4178894434741394688,4178894434741394688,9.1514,12.2169,6.8678,11.9998,11.66115,12.73007,1.335,4745.7,4204.9,0.0,B,0.38966,False,BJ2018
TYC 6303-1258-1,4180095994783022720,8.3452,8.9519,8.0497,8.6378,8.86633,9.04551,1.073,2837.5,2830.9,0.0,A,0.16407,False,BJ2018
2MASS J19353600-1612220,4180433235621035776,5.3044,5.3385,5.1906,5.4229,5.30382,5.37647,1.006,-692.2,-689.8,0.0,A,0.00337,False,BJ2018
WDS J19445-1518A,4181867308017304576,6.994,7.0864,6.9094,7.0804,7.05252,7.1182,1.013,322.4,324.4,0.0,A,0.00075,False,BJ2018
Gaia DR2 4185616500930919296,4185616500930919296,7.7243,8.2224,7.5454,7.9201,6.65504,10.79901,1.064,1741.2,1778.4,0.004,A,0.06399,False,BJ2018
2MASS J19215812-1243585,4185809877538440320,1.5305,1.1599,1.1245,1.9731,1.10542,1.22407,0.758,-3379.1,-3495.2,0.0,A,0.17425,False,BJ2018
GJ 1240,4187837450005193088,6.5895,6.5957,6.5519,6.6279,6.58032,6.61042,1.001,304.2,303.5,0.0,A,0.00037,False,BJ2018
2MASS J19582839-1237334,4188969431580611456,7.633,7.7534,7.5668,7.6966,7.7038,7.79948,1.016,-639.5,-645.9,0.0,A,0.00051,False,BJ2018
2MASS J20091220-0833569,4191721509187333760,6.4143,4.7713,5.8499,6.9985,4.61154,4.93415,0.744,3717.5,3670.8,0.0,A,0.75042,False,BJ2018
2MASS J19072279-1308352,4197778989326117504,2.9873,3.1001,2.706,3.2709,2.98752,3.24436,1.038,4172.0,4230.3,0.0,B,0.17515,False,BJ2018
HD 177966,4197805003960381696,6.2023,6.1736,6.1258,6.2863,6.15009,6.19539,0.995,719.5,715.2,0.0,A,0.00296,False,BJ2018
TYC 5714-51-1,4198771234175883264,8.7518,9.1759,8.3102,9.2219,9.1074,9.25141,1.048,3589.1,3561.1,0.0,A,0.0618,False,BJ2018
TYC 5708-357-1,4201609520347419648,9.2158,8.7055,7.7507,11.2431,7.85475,9.86964,0.945,2311.6,1904.3,0.0,B,0.03261,False,BJ2018
2MASS J19000502-0959290,4202524691996492672,7.4048,7.2935,7.1367,7.6684,7.23505,7.356,0.985,1327.2,1289.0,0.0,A,0.00939,False,BJ2018
HD 175431,4203568678310135680,5.8211,5.6206,5.5462,6.1067,5.5686,5.6773,0.966,3046.4,3047.4,0.0,A,0.03212,False,BJ2018
PM J19449-0405,4209694538576043136,8.6362,8.7477,8.5626,8.7128,8.71362,8.78385,1.013,515.8,517.9,0.0,B,0.00295,False,BJ2018
Gaia DR2 4210077885869863168,4210077885869863168,8.9918,9.8841,8.0125,10.0189,9.60328,10.16199,1.099,3641.0,3588.8,0.0,A,0.24403,False,BJ2018
HD 182281,4211461178886787328,5.7428,5.9771,5.5634,5.9376,5.91344,6.05278,1.041,-3565.5,-3568.5,0.0,A,0.10462,False,BJ2018
2MASS J19251227-0438228,4211671872797771648,6.7679,6.6454,6.6605,6.8754,6.60756,6.68067,0.982,399.0,393.2,0.0,A,0.00016,False,BJ2018
SCR J1919-0255,4213036572895389184,6.2016,5.995,6.0779,6.3386,5.90974,6.07344,0.967,225.2,218.3,0.0,A,5e-05,False,BJ2018
2MASS J19284297-0300429,4213618519477490176,6.3794,6.345,5.8045,7.0696,6.14761,6.55883,0.995,923.2,916.0,0.0,A,0.00443,False,BJ2018
SAO 143559,4214108253128844800,8.2796,8.6692,8.0251,8.555,8.58566,8.74744,1.047,2185.5,2225.6,0.0,A,0.04222,False,BJ2018
HIP 98723,4219998165113880192,8.7049,8.7434,8.6429,8.7699,8.72773,8.75842,1.004,327.9,327.8,0.0,A,0.00097,False,BJ2018
StKM 1-1741,4221163269481517312,7.2768,7.248,7.1949,7.3647,7.21812,7.28302,0.996,-590.3,-589.9,0.0,A,0.00167,False,BJ2018
TYC 496-1284-1,4230527260255237504,8.3234,8.3287,8.1361,8.516,8.28487,8.37186,1.001,2098.3,2088.7,0.0,A,0.01961,False,BJ2018
G 92-43,4233951379987062912,9.1546,9.1975,9.0794,9.2356,9.17172,9.22373,1.005,311.0,312.0,0.0,A,0.00012,False,BJ2018
2MASS J19410437-0007437,4238446870727017216,6.8483,6.9639,6.7583,6.9334,6.91589,7.00962,1.017,857.5,860.3,0.0,B,0.00683,False,BJ2018
StKM 1-1721,4238621005872738944,8.0214,7.9041,7.7762,8.2705,7.84122,7.98373,0.985,2714.3,2708.7,0.0,A,0.06587,False,BJ2018
TYC 485-2066-1,4240932935230770688,5.4835,5.4871,5.3033,5.6689,5.43739,5.53393,1.001,2248.4,2272.6,0.0,A,0.06586,False,BJ2018
HD 192585,4244515281545588864,8.0596,8.7993,7.4937,8.6405,8.72633,8.87173,1.092,3161.1,3100.2,0.0,A,0.2982,False,BJ2018
2MASS J20264479+0235123,4244652548699706240,9.0432,8.5054,8.4029,9.7746,8.27299,8.73689,0.941,3913.5,4011.9,0.0,A,0.09674,False,BJ2018
V1654 Aql,4247023886053586304,3.6216,3.6105,3.5969,3.6462,3.59843,3.62144,0.997,375.1,375.0,0.0,A,0.00012,False,BJ2018
2MASS J20095564+0516484,4247933487100413056,8.5842,8.1638,8.2203,9.0278,8.04657,8.3018,0.951,3263.2,3205.2,0.0,A,0.1494,False,BJ2018
2MASS J18490662-0736271,4252064627163404032,6.1478,6.1484,6.0419,6.255,6.09763,6.20046,1.0,561.0,563.4,0.0,A,0.00031,False,BJ2018
2MASS J18412087-0642381,4252984544762111360,4.6306,4.7759,4.4733,4.7948,4.68097,4.85944,1.031,1174.0,1217.9,0.0,A,0.00189,False,BJ2018
2MASS J19014073-0503228,4254339211829994880,5.2287,5.0603,4.8096,5.6924,4.87165,5.28873,0.968,1480.5,1468.7,0.0,A,0.00406,False,BJ2018
HIP 93190,4254600929960741120,8.7223,8.8757,8.4069,9.0424,8.82017,8.92802,1.018,2893.6,2916.5,0.0,A,0.05396,False,BJ2018
Gaia DR3 4256386949123288320,4256386949123288320,9.5764,10.9392,7.4454,13.0508,10.61137,11.2432,1.142,2225.3,2522.0,0.0,A,0.04998,False,BJ2018
2MASS J18424555-0133569,4260133874287679232,4.7623,4.8227,4.6479,4.8862,4.79174,4.85065,1.013,628.8,633.6,0.0,A,0.00038,False,BJ2018
TYC 5129-273-1,4262254076296747264,2.2202,1.637,1.937,2.5121,1.58766,1.68246,0.737,2182.1,2149.2,0.0,A,0.04183,False,BJ2018
GJ 715,4270446404294208000,7.2383,7.2911,7.1971,7.2791,7.27663,7.30779,1.007,284.1,284.7,0.0,A,7e-05,False,BJ2018
Gliese 710,4270814637616488064,0.0676,0.052,0.0519,0.0842,0.0491,0.05537,0.769,1281.4,1295.8,0.0,A,0.00127,False,BJ2018
Gaia DR2 4271147583481578240,4271147583481578240,3.3391,3.216,3.0662,3.6246,3.15231,3.28671,0.963,3267.6,3218.1,0.0,A,0.05201,False,BJ2018
2MASS J18255788-0111025,4271300003282158976,7.3389,7.1604,6.2126,9.0129,6.61943,7.83101,0.976,3443.8,3321.9,0.0,A,0.04073,False,BJ2018
Gaia DR3 4271301927427536000,4271301927427536000,8.7733,12.639,7.1989,11.3214,11.19995,14.246,1.441,-1302.4,-1817.8,0.0,B,0.01729,False,BJ2018
Gaia DR3 4274466528049190144,4274466528049190144,9.4762,9.9241,8.994,10.0073,9.8144,10.05077,1.047,3465.6,3531.9,0.0,A,0.03998,False,BJ2018
HIP 88961,4275193889350151680,7.7692,7.8272,7.6605,7.8795,7.79675,7.8506,1.007,668.2,668.1,0.0,A,0.00037,False,BJ2018
TYC 435-2060-1,4277673322434389248,7.7709,8.2089,7.3589,8.2191,8.15029,8.28826,1.056,2572.4,2614.0,0.0,A,0.04226,False,BJ2018
2MASS J18261209+0342434,4278064542422042496,7.4228,9.0293,6.3568,9.0346,8.46247,9.88259,1.216,725.4,881.9,0.0,B,0.00216,False,BJ2018
2MASS J18415347+0114081,4278784344569578240,9.6489,9.6404,9.1884,10.1346,9.50932,9.7556,0.999,2118.1,2159.4,0.0,A,0.06017,False,BJ2018
2MASS J19063174+0454382,4281439355916807424,9.4254,9.7269,9.0172,9.8252,9.57909,9.86057,1.032,2466.5,2421.8,0.0,A,0.03242,False,BJ2018
